prepared_column_id,definition,parent,sort,visible_to,name,created_at,updated_at,created_by,updated_by,table_id,joinable_tables,classifier,description,visible,display_groups,environment,prepared_human_id,filters
5ed71096-4156-48bd-a699-871145f91538,"[{""id"": ""fact_order_avantmetrics_summary-is_modified_attribution"", ""name"": ""Attribution"", ""alias"": ""is_modified_attribution""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Attribution,2019-02-04 21:54:06 +00:00,2019-02-04 21:54:06 +00:00,,,fact_order_avantmetrics_summary,,fact,,true,{metrics},EDW2,,
381ac4de-34fd-4703-be74-013a54567930,"[{""id"": ""fact_order_avantmetrics_summary-introducer"", ""name"": ""Introducer"", ""alias"": ""introducer""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Introducer,2019-02-04 22:01:40 +00:00,2019-02-04 22:01:40 +00:00,,,fact_order_avantmetrics_summary,,fact,,true,{metrics},EDW2,,
94a00cce-91d9-4d7c-9c9e-edc81fa96932,"[{""id"": ""fact_order_avantmetrics_analytics-orders"", ""fact"": true, ""name"": ""Website Orders"", ""alias"": ""analytics_orders""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Website Orders,2019-02-04 20:56:49 +00:00,2019-02-04 20:56:49 +00:00,,,fact_order_avantmetrics_analytics,,fact,,true,{metrics},EDW2,,
8e2b5ebb-fd71-473a-a375-821747362524,"[{""id"": ""affiliate_type_order-affiliate_type"", ""fact"": true, ""name"": ""Referral Group %"", ""alias"": ""referral_group_percent"", ""format"": ""percent"", ""aggregate"": [{""func"": ""count"", ""distinct"": false}, {""func"": ""percent""}]}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Referral Group %,2019-02-04 22:39:31 +00:00,2019-02-04 22:39:31 +00:00,,,affiliate_type_order,,fact,,true,{metrics},EDW2,,
255eed96-6a38-41bc-8da1-81a254a2b640,"[{""id"": ""dim_date-month_yyyy"", ""name"": ""Month"", ""alias"": ""month_yyyy""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,7,"[""admin"", ""merchant"", ""affiliate""]",Month,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_date,,dim,"Month name, YYYY format.",true,"{performance,metrics}",EDW2,,
6f8f1df8-201a-4135-8654-8a1ea1cb1755,"[{""id"": ""fact_order_avantmetrics_summary-is_affiliate_order"", ""name"": ""Affiliate Order"", ""alias"": ""is_affiliate_order""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Affiliate Order,2019-02-04 21:54:06 +00:00,2019-02-04 21:54:06 +00:00,,,fact_order_avantmetrics_summary,,fact,,true,{metrics},EDW2,,
1776cff8-05ce-433f-9010-d4e626b55b4d,"[{""id"": ""fact_order_avantmetrics_summary-checkout_influencer"", ""name"": ""Checkout Influencer"", ""alias"": ""checkout_influencer""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Checkout Influencer,2019-02-04 22:01:40 +00:00,2019-02-04 22:01:40 +00:00,,,fact_order_avantmetrics_summary,,fact,,true,{metrics},EDW2,,
44943f42-5956-418b-90fc-216c7863d371,"[{""id"": ""pk_columns-aggregate"", ""name"": ""Aggregate"", ""alias"": ""picker_aggregate""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,5,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",Aggregate,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_columns,,dim,Aggregate used on a given column.,false,{performance},EDW2,,
897bdf38-85ae-4e6e-a98d-2c098dc06e79,"[{""id"": ""pk_requests-source"", ""name"": ""Request Source"", ""alias"": ""picker_request_source""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,12,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",Request Source,1970-01-01 00:00:00 +00:00,2017-08-29 21:13:02 +00:00,,,pk_requests,,dim,"Source where the report was requested, e.g. front end, debugger, disruptosense, subscriptions...",false,{performance},EDW2,,
ed3ff48c-adb8-41ec-8177-39a4c5bcec36,"[{""id"": ""dim_order_avantlink-exclusive_coupon_code"", ""name"": ""Coupon Code"", ""alias"": ""coupon_code""}]",6d05167c-55c8-4802-84b7-c15f2c0258ff,3,"[""admin"", ""merchant"", ""affiliate""]",Coupon Code,2018-08-02 16:28:46 +00:00,2018-08-02 16:28:46 +00:00,,,dim_order,,dim,Coupon code used in the transaction.,false,{performance},EDW2,,
1e180a0b-e2e5-48ee-a750-d6a37ccead6b,"[{""id"": ""dim_order_avantlink-custom_tracking_code"", ""name"": ""Custom Tracking Code"", ""alias"": ""custom_tracking_code""}]",6d05167c-55c8-4802-84b7-c15f2c0258ff,2,"[""admin"", ""merchant"", ""affiliate""]",Custom Tracking Code,2018-08-02 16:28:46 +00:00,2018-08-02 16:28:46 +00:00,,,dim_order,,dim,Optional tracking parameter that is defined by affiliates and is appended to each click and order that is associated to the link utilizing the Custom Tracking Code.,false,{performance},EDW2,,
2007c62c-ce69-401e-b945-e8b24d9a68e8,"[{""id"": ""dim_order_avantlink-new_customer"", ""name"": ""New Customer"", ""alias"": ""new_customer""}]",6d05167c-55c8-4802-84b7-c15f2c0258ff,5,"[""admin"", ""merchant"", ""affiliate""]",New Customer,2018-08-02 16:28:46 +00:00,2018-08-02 16:28:46 +00:00,,,dim_order,,dim,Optional parameter provided by merchant.,false,{performance},EDW2,,
642aa51e-bec1-425e-91ea-e82528ee3bc5,"[{""id"": ""dim_au_holidays-holiday_name"", ""name"": ""Australian Holiday Name"", ""alias"": ""au_holiday_name""}]",af1a3e2c-a94d-4d19-8f7d-47f7ba9835dc,5,"[""admin"", ""AU""]",Australian Holiday Name,2018-08-02 16:28:46 +00:00,2018-08-02 16:28:46 +00:00,,,dim_order,,dim,"Name of the Australian holiday, or ""No Holiday"" if none.",false,{performance},EDW2,,
1895ad82-0c6e-452b-841c-dc5de2d54bf0,"[{""id"": ""dim_us_holidays-holiday_type"", ""name"": ""US Holiday Type"", ""alias"": ""us_holiday_type""}]",af1a3e2c-a94d-4d19-8f7d-47f7ba9835dc,2,"[""admin"", ""US""]",US Holiday Type,2018-08-02 16:28:46 +00:00,2018-08-02 16:28:46 +00:00,,,dim_order,,dim,"Type of holiday for the US, if applicable.",false,{performance},EDW2,,
9f23b79c-7017-4c34-81d5-9122a86c24c8,"[{""id"": ""dim_ca_holidays-holiday_type"", ""name"": ""Canadian Holiday Type"", ""alias"": ""ca_holiday_type""}]",af1a3e2c-a94d-4d19-8f7d-47f7ba9835dc,4,"[""admin"", ""CA""]",Canadian Holiday Type,2018-08-02 16:28:46 +00:00,2018-08-02 16:28:46 +00:00,,,dim_order,,dim,"Type of holiday for Canada, if applicable.",false,{performance},EDW2,,
912aa9ec-1dd5-4822-b961-f911a3fc0980,"[{""id"": ""dim_au_holidays-holiday_type"", ""name"": ""Australian Holiday Type"", ""alias"": ""au_holiday_type""}]",af1a3e2c-a94d-4d19-8f7d-47f7ba9835dc,6,"[""admin"", ""AU""]",Australian Holiday Type,2018-08-02 16:28:46 +00:00,2018-08-02 16:28:46 +00:00,,,dim_order,,dim,"Type of holiday for Australia, if applicable.",false,{performance},EDW2,,
5ec479f3-a03f-405c-bf9f-9266f1fbe35b,"[{""id"": ""pk_users-user_type"", ""name"": ""User Type"", ""alias"": ""picker_user_type""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,11,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",User Type,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_users,,dim,"User Type, e.g. merchant, affiliate, admin",false,{performance},EDW2,,
15a6efcb-ba51-403e-b01e-35b52066bfb3,"[{""id"": ""pk_columns-table_name"", ""name"": ""Table Name"", ""alias"": ""picker_table_name""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,2,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",Table Name,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_columns,,dim,Name of the table a column was pulled from (does not distinguish facts from cubes),false,{performance},EDW2,,
7e132800-83b5-4ec6-8991-f3e825225e56,"[{""id"": ""pk_columns-column_id"", ""name"": ""Column ID"", ""alias"": ""picker_requested_uuid""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,1,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",Column ID,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_columns,,dim,Internal ID of a given column,false,{performance},EDW2,,
c85ae938-24ed-45d1-8e2b-c13d03f00e6e,"[{""id"": ""dim_ca_holidays-holiday_name"", ""name"": ""Canadian Holiday Name"", ""alias"": ""ca_holiday_name""}]",af1a3e2c-a94d-4d19-8f7d-47f7ba9835dc,3,"[""admin"", ""CA""]",Canadian Holiday Name,2018-08-02 16:28:46 +00:00,2018-08-02 16:28:46 +00:00,,,dim_order,,dim,"Name of the Canadian holiday, or ""No Holiday"" if none.",false,{performance},EDW2,,
f64178f2-959a-4639-94e8-200811ac7b2a,"[{""id"": ""fact_order_channel_summary-order_count"", ""fact"": true, ""name"": ""Marketing Channel %"", ""alias"": ""marketing_channel_percentage"", ""format"": ""percent"", ""aggregate"": [{""func"": ""percent""}]}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Marketing Channel %,2019-02-08 19:50:36 +00:00,2019-02-08 19:50:36 +00:00,,,fact_order_channel_summary,,fact,,true,{metrics},EDW2,,
7f0d6415-4c4b-4e3d-845c-4907f48c03a3,"[{""id"": ""fact_order_avantmetrics_summary-order_amount"", ""fact"": true, ""name"": ""Avantmetrics Order Amount"", ""alias"": ""avantmetrics_order_amount""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Avantmetrics Order Amount,2018-04-03 21:19:02 +00:00,2018-04-03 21:19:02 +00:00,,,fact_order_avantmetrics_summary,,fact,Order amount as reported in Avantmetrics,false,{metrics},EDW2,,
f944cdd0-a8bb-4cdc-8e95-6d5fc6de1649,"[{""id"": ""pk_picker-picker_hash_key"", ""name"": ""Picker Hash Key"", ""alias"": ""picker_hash_key""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,7,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",Picker Hash Key,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_picker,,dim,"When multiple pickers have the same name (e.g. all production pickers are called ""production""), this can distinguish them.",false,{performance},EDW2,,
79418be0-edc6-4e93-8675-6b32fc5d5e4f,"[{""id"": ""dim_date-month_name_abbreviation"", ""name"": ""Month Name Abbreviation"", ""alias"": ""month_name_abbreviation""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,1,"[""admin"", ""affiliate"", ""merchant""]",Month Name Abbreviation,2019-02-18 23:55:28 +00:00,2019-02-18 23:55:28 +00:00,,,dim_date,,dim,"Month name, abbreviated.",false,"",EDW2,,
b9df9b90-2509-4d38-bca3-21f747555b36,"[{""id"": ""dim_date-week_begin_date_mm_dd_yyyy"", ""name"": ""Week"", ""alias"": ""week_begin_mm_dd_yyyy""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,2,"[""admin"", ""affiliate"", ""merchant""]",Week,2019-02-18 23:55:28 +00:00,2019-02-18 23:55:28 +00:00,,,dim_date,,dim,First day of the week,false,"{performance_trend_agency,performance_comparison,performance_projection}",EDW2,,
b42eab3e-cd74-4b0a-b70c-f6ca64c0ec72,"[{""id"": ""dim_merchant-merchant_name"", ""name"": ""Merchant"", ""alias"": ""merchant_name0""}, {""id"": ""dim_merchant-merchant_uuid"", ""alias"": ""merchant_name1"", ""hidden"": true}]",757e230e-ef59-420d-b544-ecbffc428654,1,"[""admin"", ""merchant"", ""affiliate""]",Merchant,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_merchant,,dim,Merchant Name,true,"{performance,metrics,performance_top_merchants}",EDW2,,
4abe793a-f3c6-4dec-a8bb-a0c40518202c,"[{""id"": ""dim_affiliate_default_website-affiliate_website_url_stripped"", ""name"": ""Affiliate Default Website"", ""alias"": ""affiliate_default_website0""}, {""id"": ""dim_affiliate_default_website-affiliate_website_id"", ""alias"": ""affiliate_default_website1"", ""hidden"": true}]",e999b4c1-d604-4cde-81cc-8fa14196d480,5,"[""merchant"", ""admin"", ""affiliate""]",Affiliate Default Website,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate_default_website,,dim,"Displays the URL for the website the affiliate selected as the default for their account.  If the affiliate has multiple websites, all of their data will be grouped and displayed with their default website URL.",true,"{performance,metrics,performance_top_merchants}",EDW2,,
f5ff88f5-2294-4bea-bdc3-5c657b23dbf1,"[{""id"": ""dim_affiliate_website-affiliate_website_id"", ""name"": ""Affiliate Classic Website ID"", ""alias"": ""affiliate_default_website_id""}]",e999b4c1-d604-4cde-81cc-8fa14196d480,2,"[""admin"", ""merchant"", ""affiliate""]",Affiliate Classic Website ID,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate_default_website,,dim,Unique ID associated to each of an affiliate's website(s).,false,"{performance,metrics}",EDW2,,
5acc971d-1e20-4678-b8b8-e17aa808071a,"[{""id"": ""dim_date-mm_dd_yyyy"", ""name"": ""Day"", ""alias"": ""mm_dd_yyyy""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,1,"[""admin"", ""merchant"", ""affiliate""]",Day,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_date,,dim,MM/DD/YYYY format.,true,"{performance,metrics,performance_trend,performance_trend_agency,performance_comparison,performance_projection}",EDW2,,
abbaae22-c086-4533-b0ce-bce3146f88f1,"[{""id"": ""fact_order_avantmetrics_summary-marketing_cross_channel"", ""name"": ""Marketing Channels"", ""alias"": ""marketing_cross_channel""}]",6d05167c-55c8-4802-84b7-c15f2c0258ff,1,"[""admin"", ""merchant""]",Marketing Channels,2019-01-16 22:51:37 +00:00,2019-01-16 22:51:37 +00:00,,,dim_order_avantmetrics,,dim,,false,{metrics},EDW2,,
58be4e18-8b55-48dc-b565-072cf1b28616,"[{""id"": ""calculation"", ""calc"": ""sales / total"", ""fact"": true, ""name"": ""Average Order Amount"", ""vars"": {""sales"": {""id"": ""fact_order_channel_summary-order_amount"", ""alias"": ""fact_order_channel_summary-order_amount-01"", ""format"": ""money"", ""aggregate"": [{""func"": ""sum"", ""distinct"": false}], ""required_groups"": [""fact_order_channel_summary-order_amount-01""]}, ""total"": {""id"": ""fact_order_channel_summary-order_count"", ""fact"": true, ""alias"": ""fact_order_channel_summary-order_count-02"", ""format"": ""string"", ""aggregate"": [{""func"": ""sum"", ""distinct"": false}], ""required_groups"": [""fact_order_channel_summary-order_count-02""]}}, ""alias"": ""channel_summary_avg_order_amount"", ""format"": ""money""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Average Order Amount,2019-02-08 19:57:03 +00:00,2019-02-08 19:57:03 +00:00,,,fact_order_channel_summary,,fact,,true,{metrics},EDW2,,
c3f8611a-16e1-4ff2-b248-9cccc37f29a6,"[{""id"": ""calculation"", ""calc"": ""sale+incentive+cpc+ppb+bonus+adjustment+nadjustment+ncpc+nppb+nbonus+nsale"", ""fact"": true, ""name"": ""Total Cost"", ""vars"": {""cpc"": {""id"": ""fact_cpc_earning-affiliate_earnings"", ""required_groups"": [""commission""]}, ""ppb"": {""id"": ""fact_ppb_earning-bid_amount"", ""required_groups"": [""commission""]}, ""ncpc"": {""id"": ""fact_cpc_earning-network_earnings"", ""required_groups"": [""commission""]}, ""nppb"": {""id"": ""fact_ppb_earning-network_commission"", ""required_groups"": [""commission""]}, ""sale"": {""id"": ""fact_order_commission-sale_commission_amount"", ""required_groups"": [""commission""]}, ""bonus"": {""id"": ""fact_order_bonus-bonus_commission_amount"", ""required_groups"": [""commission""]}, ""nsale"": {""id"": ""fact_order_commission-network_commission_amount"", ""required_groups"": [""commission""]}, ""nbonus"": {""id"": ""fact_order_bonus-bonus_network_commission_amount"", ""required_groups"": [""commission""]}, ""incentive"": {""id"": ""fact_order_commission-incentive_commission_amount"", ""required_groups"": [""commission""]}, ""adjustment"": {""id"": ""fact_order_commission_adjustment-order_commission_adjustment_amount"", ""required_groups"": [""commission""]}, ""nadjustment"": {""id"": ""fact_order_commission_adjustment-network_commission_adjustment_amount"", ""required_groups"": [""commission""]}}, ""alias"": ""total_commission"", ""format"": ""money""}, {""id"": ""calculation"", ""calc"": ""sales+adjustments"", ""fact"": true, ""name"": ""Sales"", ""vars"": {""sales"": {""id"": ""fact_order_avantlink-order_amount"", ""aggregate"": [{""func"": ""sum"", ""distinct"": true}], ""required_groups"": [""sales""]}, ""adjustments"": {""id"": ""fact_order_adjustment-order_combined_adjustment_amount"", ""aggregate"": [{""func"": ""sum"", ""distinct"": true}], ""required_groups"": [""sales""]}}, ""alias"": ""net_sales"", ""format"": ""money""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,100,"[""admin"", ""merchant""]",Sales & Total Cost,2019-07-17 15:35:26 +00:00,2019-07-17 15:35:26 +00:00,,,fact_order_commission,,fact,,true,"",EDW2,,
ca65cab3-770b-4a44-a5b4-1c67f3939ae1,"[{""id"": ""fact_order_avantlink-order_amount"", ""fact"": true, ""name"": ""Gross Sales"", ""alias"": ""gross_sales"", ""format"": ""money"", ""aggregate"": [{""func"": ""sum"", ""distinct"": true}]}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant"", ""affiliate""]",Gross Sales,2017-10-30 16:39:17 +00:00,2017-10-30 16:39:17 +00:00,,,fact_order,,fact,Sum of gross affiliate sales.,false,"{performance,performance_trend,performance_top_merchants,quick_stats,performance_trend_agency,performance_comparison,performance_top_accounts}",EDW2,,
c12a6e4d-3413-4ff7-a0c6-7f6879904c3f,"[{""id"": ""dim_date-mon_yy"", ""name"": ""Month"", ""alias"": ""month_yy_abbreviation""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,3,"[""admin"", ""affiliate"", ""merchant""]",Month,2019-02-18 23:55:28 +00:00,2019-02-18 23:55:28 +00:00,,,dim_date,,dim,"Month name, abbreviated.",false,"{performance_trend,performance_trend_agency,performance_comparison,performance_projection}",EDW2,,
dbc06499-c82c-47c9-9126-bc3c80846935,"[{""id"": ""dim_date-quarter_begin_date_mm_dd_yyyy"", ""name"": ""Quarter"", ""alias"": ""quarter_begin_mm_dd_yyyy""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,5,"[""admin"", ""affiliate"", ""merchant""]",Quarter,2019-02-18 23:55:28 +00:00,2019-02-18 23:55:28 +00:00,,,dim_date,,dim,First day of the quarter,false,"{performance_trend,performance_trend_agency,performance_comparison,performance_projection}",EDW2,,
c57ca314-145b-4131-bdaf-87beef851324,"[{""id"": ""fact_cpc_earning-affiliate_earnings"", ""fact"": true, ""name"": ""Affiliate CPC"", ""alias"": ""affiliate_cpc"", ""format"": ""money"", ""aggregate"": [{""func"": ""sum""}]}]",58d1fa48-3098-445e-a4de-1463b91fbc90,1,"[""admin"", ""merchant"", ""affiliate""]",Affiliate CPC,2017-10-30 16:39:17 +00:00,2017-10-30 16:39:17 +00:00,,,fact_cpc_earning,,fact,Sum of affiliate Cost Per Click fees.,false,"{performance,performance_trend,performance_top_merchants,quick_stats,performance_trend_agency,performance_comparison,performance_top_accounts}",EDW2,,
54f5cc7c-949c-4ef1-95e4-9af10c224862,"[{""id"": ""fact_order_bonus-bonus_commission_amount"", ""fact"": true, ""name"": ""Affiliate Bonus"", ""alias"": ""affiliate_bonus"", ""format"": ""money"", ""aggregate"": [{""func"": ""sum""}]}]",58d1fa48-3098-445e-a4de-1463b91fbc90,5,"[""admin"", ""merchant"", ""affiliate""]",Affiliate Bonus,2017-10-30 16:39:17 +00:00,2017-10-30 16:39:17 +00:00,,,fact_order_bonus,,fact,Sum of affiliate bonuses.,false,"{performance,performance_trend,performance_top_merchants,quick_stats,performance_trend_agency,performance_comparison,performance_top_accounts}",EDW2,,
27945e4c-710f-407c-a0b6-21b965c27136,"[{""id"": ""calculation"", ""calc"": ""affiliatecpc + networkcpc"", ""fact"": true, ""name"": ""CPC"", ""vars"": {""networkcpc"": {""id"": ""fact_cpc_earning-network_earnings"", ""required_groups"": [""combined commission""]}, ""affiliatecpc"": {""id"": ""fact_cpc_earning-affiliate_earnings"", ""required_groups"": [""combined commission""]}}, ""alias"": ""combined_cpc"", ""format"": ""money""}]",dc4e4ac6-8e01-4f53-bb9d-6fb28871f572,2,"[""admin"", ""merchant""]",CPC,2019-07-03 22:43:24 +00:00,2019-07-03 22:43:24 +00:00,,,fact_cpc_earning,,fact,Sum of Affiliate Cost Per Click fees and Network CPC fees.,false,"{performance,performance_trend,performance_top_merchants,quick_stats,performance_trend_agency,performance_comparison,performance_top_accounts}",EDW2,,
3afeb2e0-2335-45fb-a902-99c9715fa08a,"[{""id"": ""calculation"", ""calc"": ""sales+adjustments"", ""fact"": true, ""name"": ""Affiliate Sale Commission"", ""vars"": {""sales"": {""id"": ""fact_order_commission-sale_commission_amount""}, ""adjustments"": {""id"": ""fact_order_commission_adjustment-order_commission_adjustment_amount""}}, ""alias"": ""affiliate_sale_commission"", ""format"": ""money""}]",58d1fa48-3098-445e-a4de-1463b91fbc90,7,"[""admin"", ""merchant"", ""affiliate""]",Affiliate Sale Commission,2017-10-30 16:39:17 +00:00,2017-10-30 16:39:17 +00:00,,,fact_order_commission,,fact,"Net sum of affiliate commissions earned via the sale commission rate.  Includes products that have item based commission, new customer commission increases, and commission adjustments due to returns.",false,"{performance,performance_trend,performance_top_merchants,quick_stats,performance_trend_agency,performance_comparison,performance_top_accounts}",EDW2,,
eb515c55-d336-48b2-b1fe-a4ddc8785a73,"[{""id"": ""pk_columns_requested-number_of_records"", ""name"": ""Number of records"", ""alias"": ""picker_number_of_records"", ""format"": ""int"", ""aggregate"": [{""func"": ""sum"", ""distinct"": true}]}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,2,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",Number of records,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_columns_requested,,fact,Number of records found for each individual column that appears in a report,false,"{performance,quick_stats,performance_top_accounts}",EDW2,,
1a8d2aac-998b-42fc-a221-6978de0da5c1,"[{""id"": ""fact_order_channel_summary-order_amount"", ""fact"": true, ""name"": ""Website Gross Sales"", ""alias"": ""gross_sales"", ""format"": ""money"", ""aggregate"": [{""func"": ""sum"", ""distinct"": false}]}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,99,"[""admin"", ""merchant""]",Website Gross Sales,2019-01-16 20:37:34 +00:00,2019-01-16 20:37:34 +00:00,,,fact_order_channel_summary,,fact,,true,{metrics},EDW2,,
e5c4e787-63e6-4a34-bb4d-676198d61b78,"[{""id"": ""fact_order_bonus-bonus_network_commission_amount"", ""fact"": true, ""name"": ""Network Bonus"", ""alias"": ""network_bonus"", ""format"": ""money"", ""aggregate"": [{""func"": ""sum""}]}]",30d7e3a9-135c-41da-aee0-493737932d73,6,"[""admin"", ""merchant""]",Network Bonus,2017-10-30 16:39:17 +00:00,2017-10-30 16:39:17 +00:00,,,fact_order_bonus,,fact,Sum of AvantLink commissions earned via the affiliate bonus network rate.,false,"{performance,performance_trend,quick_stats,performance_top_merchants,performance_trend_agency,performance_comparison,performance_top_accounts}",EDW2,,
f8017c89-c326-48a9-a3cd-7362ab43eb95,"[{""id"": ""fact_impression-summary_impression_count"", ""fact"": true, ""name"": ""Impressions"", ""alias"": ""number_of_impressions"", ""format"": ""int""}]",0aa5645f-81a3-48ff-a5eb-be85b6f15422,2,"[""admin"", ""merchant"", ""affiliate""]",Impressions,2017-10-30 16:39:17 +00:00,2017-10-30 16:39:17 +00:00,,,fact_impression,,fact,Sum of impressions.,false,"{performance,performance_trend,performance_top_merchants,quick_stats,performance_trend_agency,performance_comparison,performance_top_accounts}",EDW2,,
d6e33659-669e-432b-8727-7c4f871011cb,"[{""id"": ""fact_hit-summary_hit_count"", ""fact"": true, ""name"": ""Clicks"", ""alias"": ""number_of_clicks"", ""format"": ""int""}]",0aa5645f-81a3-48ff-a5eb-be85b6f15422,1,"[""admin"", ""merchant"", ""affiliate""]",Clicks,2017-10-30 16:39:17 +00:00,2017-10-30 16:39:17 +00:00,,,fact_hit,,fact,Sum of click throughs.,false,"{performance,performance_trend,performance_top_merchants,quick_stats,performance_trend_agency,performance_comparison,performance_top_accounts}",EDW2,,
7de2e941-13a9-4e7e-9397-6008cc4160b3,"[{""id"": ""fact_ppb_earning-network_commission"", ""fact"": true, ""name"": ""Network Paid Placement"", ""alias"": ""network_ppb"", ""format"": ""money"", ""aggregate"": [{""func"": ""sum""}]}]",30d7e3a9-135c-41da-aee0-493737932d73,4,"[""admin"", ""merchant""]",Network Paid Placement,2017-10-30 16:39:17 +00:00,2017-10-30 16:39:17 +00:00,,,fact_ppb_earning,,fact,Sum of AvantLink paid placement earnings.,false,"{performance,performance_trend,quick_stats,performance_top_merchants,performance_trend_agency,performance_comparison,performance_top_accounts}",EDW2,,
fd05e48f-47b5-4739-9f9d-c3edff158bb7,"[{""id"": ""fact_order_adjustment-adjustment_hash_key"", ""fact"": true, ""name"": ""Adjustments"", ""alias"": ""adjustments_count"", ""format"": ""int"", ""aggregate"": [{""func"": ""count"", ""distinct"": true}]}]",5755c41f-c0b2-4322-81da-dc7750730296,1,"[""admin"", ""merchant"", ""affiliate""]",Adjustments,2018-04-03 21:19:02 +00:00,2018-04-03 21:19:02 +00:00,,,fact_order_adjustment,,fact,Count of all adjustment transactions.,false,"{performance,performance_trend,quick_stats,performance_trend_agency,performance_comparison,performance_top_accounts,performance_top_merchants}",EDW2,,
ecaff0d4-5759-4c74-85e3-f3d37346bc19,"[{""id"": ""fact_ppb_earning-bid_amount"", ""fact"": true, ""name"": ""Affiliate Paid Placement"", ""alias"": ""affiliate_ppb"", ""format"": ""money"", ""aggregate"": [{""func"": ""sum""}]}]",58d1fa48-3098-445e-a4de-1463b91fbc90,3,"[""admin"", ""merchant"", ""affiliate""]",Affiliate Paid Placement,2017-10-30 16:39:17 +00:00,2017-10-30 16:39:17 +00:00,,,fact_ppb_earning,,fact,Sum of affiliate paid placement earnings.,false,"{performance,performance_trend,performance_top_merchants,quick_stats,performance_trend_agency,performance_comparison,performance_top_accounts}",EDW2,,
