prepared_column_id,definition,parent,sort,visible_to,name,created_at,updated_at,created_by,updated_by,table_id,joinable_tables,classifier,description,visible,display_groups,environment,prepared_human_id,filters,output
f855a18a-ffa0-43aa-916a-ee43f0f52ea2,"[{""id"": ""dim_date-month_name"", ""name"": ""Month Name"", ""alias"": ""month_name""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,8,"[""admin"", ""merchant"", ""affiliate""]",Month Name,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_date,,dim,Month name without the year. Useful for Year over Year comparisons.,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Month Name\"" is used for Year over Year comparisons in Avantmetrics."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781154,
  ""id"": ""chatcmpl-8Fory8JdzJ5zAy3Dv4HB0SjcuOw9E"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 16,
    ""prompt_tokens"": 131,
    ""total_tokens"": 147
  }
}"
c48f2f29-b3f1-4a09-aab1-fb29a196ea8d,"[{""id"": ""dim_date-day_of_week_name"", ""name"": ""Day of Week"", ""alias"": ""day_of_week""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,2,"[""admin"", ""merchant"", ""affiliate""]",Day of Week,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_date,,dim,"Day based on Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday format.",False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Day of Week\"" under Avantmetrics, categorized by specific weekdays."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781157,
  ""id"": ""chatcmpl-8Fos1n2sPUX51M4bMevMQRAn8P6YC"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 15,
    ""prompt_tokens"": 141,
    ""total_tokens"": 156
  }
}"
71aa7544-81e5-47ab-a4d2-25e44bf6acc7,"[{""id"": ""dim_date-year_number"", ""name"": ""Year"", ""alias"": ""year_number""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,10,"[""admin"", ""merchant"", ""affiliate""]",Year,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_date,,dim,YYYY format.,True,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Year\"" represented in YYYY format in Avantmetrics."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781160,
  ""id"": ""chatcmpl-8Fos4nykOPnkYin1fLoGALDnRDkiq"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 12,
    ""prompt_tokens"": 119,
    ""total_tokens"": 131
  }
}"
f0e99037-a577-4bf2-b918-b3a7a812b4b2,"[{""id"": ""dim_date-month_day"", ""name"": ""Day and Month"", ""alias"": ""day_and_month""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,4,"[""admin"", ""merchant"", ""affiliate""]",Day and Month,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_date,,dim,Day and month without the year. Useful for Year over Year comparisons,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Avantmetrics Day and Month data useful for Year over Year comparisons.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781163,
  ""id"": ""chatcmpl-8Fos7ByBQvMyjeNEgIAtollkC3p3O"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 15,
    ""prompt_tokens"": 135,
    ""total_tokens"": 150
  }
}"
46922b72-487f-4466-9487-cf036fa4aaa0,"[{""id"": ""dim_affiliate-affiliate_uuid"", ""name"": ""Affiliate UUID"", ""alias"": ""affiliate_uuid""}]",e999b4c1-d604-4cde-81cc-8fa14196d480,11,"[""merchant"", ""admin"", ""affiliate""]",Affiliate UUID,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate,,dim,Unique ID associated to an affiliate account (Dashboard platform).,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Unique AvantMetrics ID for an affiliate account.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781166,
  ""id"": ""chatcmpl-8FosAZFCE2I1jmL7FITIngMrHrjMj"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 11,
    ""prompt_tokens"": 133,
    ""total_tokens"": 144
  }
}"
eacd61a1-294c-4a68-917d-3f4b8a44adf1,"[{""id"": ""dim_affiliate-active_or_inactive"", ""name"": ""Affiliate Network Status"", ""alias"": ""affiliate_network_status""}]",e999b4c1-d604-4cde-81cc-8fa14196d480,9,"[""merchant"", ""admin"", ""affiliate""]",Affiliate Network Status,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate,,dim,This is the affiliate status in AvantLink.,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""AvantMetrics analysis of active or inactive affiliate network status.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781167,
  ""id"": ""chatcmpl-8FosB6XN5fU6cAaj79RHXI8THsoPR"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 13,
    ""prompt_tokens"": 135,
    ""total_tokens"": 148
  }
}"
8f124432-28bf-439f-800a-dd1fd796f314,"[{""id"": ""dim_affiliate_website-affiliate_website_url_stripped"", ""name"": ""Affiliate Website"", ""alias"": ""affiliate_website0""}, {""id"": ""dim_affiliate_website-affiliate_website_id"", ""alias"": ""affiliate_website1"", ""hidden"": true}]",e999b4c1-d604-4cde-81cc-8fa14196d480,12,"[""merchant"", ""admin"", ""affiliate""]",Affiliate Website,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate_website,,dim,Displays all of the individual website URLs within an affiliate account if they have more than one website.,True,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics performance data for individual affiliate websites."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781169,
  ""id"": ""chatcmpl-8FosDflo85zurBJKGlDLoYrtRe3Hf"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 10,
    ""prompt_tokens"": 173,
    ""total_tokens"": 183
  }
}"
d88b002d-d10d-43cc-82ae-b87a5b1caeeb,"[{""id"": ""dim_date-day_number_of_month"", ""name"": ""Day of Month"", ""alias"": ""day_number_of_month""}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,5,"[""admin"", ""merchant"", ""affiliate""]",Day of Month,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_date,,dim,Numeric day without month or year.,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Numeric day indicator using Avantmetrics.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781172,
  ""id"": ""chatcmpl-8FosG1HawfPERipJJrnhq75Y8wl9N"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 9,
    ""prompt_tokens"": 131,
    ""total_tokens"": 140
  }
}"
4900ba88-c35a-463d-8f4a-9606903221e8,"[{""id"": ""fact_order_avantmetrics_analytics-avantlink_orders"", ""fact"": true, ""name"": ""AvantLink Orders"", ""alias"": ""avantlink_orders"", ""format"": ""int""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",AvantLink Orders,2019-02-04 21:13:15 +00:00,2019-02-04 21:13:15 +00:00,,,fact_order_avantmetrics_analytics,,fact,,True,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Avantmetrics analytic tool used for tracking AvantLink Orders.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781174,
  ""id"": ""chatcmpl-8FosI4C2hhIqK2Ak2UD5WrDvUiOgS"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 14,
    ""prompt_tokens"": 148,
    ""total_tokens"": 162
  }
}"
1afbc775-cdd5-4a9b-bf48-c15629e5fae2,"[{""id"": ""fact_order_avantmetrics_summary-order_number"", ""name"": ""Order Number"", ""alias"": ""am_summary_order_number""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Order Number,2019-02-04 21:39:44 +00:00,2019-02-04 21:39:44 +00:00,,,fact_order_avantmetrics_summary,,fact,,True,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics summary for order number details."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781177,
  ""id"": ""chatcmpl-8FosLAe8nUPZdWX5zUUFVK66p583W"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 9,
    ""prompt_tokens"": 128,
    ""total_tokens"": 137
  }
}"
bbf2fdb6-4b5a-49cf-83b5-fa3e9118aebf,"[{""id"": ""dim_affiliate-affiliate_name"", ""name"": ""Affiliate Company Name"", ""alias"": ""affiliate_name""}]",e999b4c1-d604-4cde-81cc-8fa14196d480,4,"[""merchant"", ""admin"", ""affiliate""]",Affiliate Company Name,2018-07-26 21:16:58 +00:00,2018-07-26 21:16:58 +00:00,,,dim_affiliate,,dim,The company name associated to the affiliate account. If one was not provided then this defaults to being the primary contact's name.,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Affiliate Company Name\"" refers to the name associated with the affiliate account, provided by Avantmetrics."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781179,
  ""id"": ""chatcmpl-8FosNExur6lSFWQBdon2WHiB4H9rb"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 22,
    ""prompt_tokens"": 149,
    ""total_tokens"": 171
  }
}"
1d04dec5-466c-4d85-a292-849a9a738cb6,"[{""id"": ""dim_affiliate-affiliate_first_name"", ""name"": ""Affiliate First Name"", ""alias"": ""affiliate_first_name""}]",e999b4c1-d604-4cde-81cc-8fa14196d480,6,"[""merchant"", ""admin"", ""affiliate""]",Affiliate First Name,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate,,dim,The first name for the primary contact associated to the affiliate's account.,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""First name of primary contact for affiliate's account, displayed in Avantmetrics.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781183,
  ""id"": ""chatcmpl-8FosRFHEJ4gJXE3RLkXT4r2JjwHfE"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 17,
    ""prompt_tokens"": 140,
    ""total_tokens"": 157
  }
}"
f62fc72a-2ab3-4c48-bcd9-048d9c677871,"[{""id"": ""calculation"", ""calc"": ""sales / total"", ""fact"": true, ""name"": ""AM Average Order Amount"", ""vars"": {""sales"": {""id"": ""fact_order_avantmetrics_summary-order_amount"", ""aggregate"": [{""func"": ""sum"", ""distinct"": true}]}, ""total"": {""id"": ""fact_order_avantmetrics_summary-order_hash_key"", ""aggregate"": [{""func"": ""count"", ""distinct"": true}]}}, ""alias"": ""am_avg_order_amount"", ""format"": ""money""}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Site Average Order Amount,2019-01-16 20:40:07 +00:00,2019-01-16 20:40:07 +00:00,,,fact_order_avantmetrics_summary,,fact,,False,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""AvantMetrics average order amount calculated by dividing total sales by total orders\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781186,
  ""id"": ""chatcmpl-8FosUcMS22Rna5xtpagi74M4m8R0d"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 16,
    ""prompt_tokens"": 212,
    ""total_tokens"": 228
  }
}"
190e5ac1-620d-449f-99c3-01f2afd6aa71,"[{""id"": ""dim_order_avantmetrics-tracked_pixel_name"", ""name"": ""Awarded Channel"", ""alias"": ""tracked_pixel_name""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Awarded Channel,2019-02-05 21:19:49 +00:00,2019-02-05 21:19:49 +00:00,,,dim_order_avantmetrics,,dim,,True,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Avantmetrics' dimensions on tracked pixel name or Awarded Channel.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781190,
  ""id"": ""chatcmpl-8FosYW55sBKPnBjSAk3rSw9CYJOD1"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 15,
    ""prompt_tokens"": 129,
    ""total_tokens"": 144
  }
}"
e53b1dda-1881-460e-b14a-c39676ef7834,"[{""id"": ""fact_order_avantmetrics_summary-affiliate_orders"", ""fact"": true, ""name"": ""Affiliate Orders"", ""alias"": ""affiliate_orders"", ""format"": ""int"", ""aggregate"": [{""func"": ""sum"", ""distinct"": false}]}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",Affiliate Orders,2019-01-16 20:56:14 +00:00,2019-01-16 20:56:14 +00:00,,,fact_order_avantmetrics_summary,,fact,,False,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Sum of Avantmetrics Affiliate Orders, represented as an integer.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781192,
  ""id"": ""chatcmpl-8FosasBS8K4qEV5xR92nWC2zMyHW0"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 14,
    ""prompt_tokens"": 154,
    ""total_tokens"": 168
  }
}"
3056e403-5da8-40fc-897d-6558cc364de1,"[{""id"": ""fact_order_avantmetrics_summary-order_id"", ""fact"": true, ""name"": ""Orders"", ""alias"": ""cross_marketing_channel_orders"", ""format"": ""int"", ""aggregate"": [{""func"": ""count"", ""distinct"": false}]}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Orders,2019-02-05 21:09:31 +00:00,2019-02-05 21:09:31 +00:00,,,fact_order_avantmetrics_summary,,fact,,True,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Counts distinct Avantmetrics orders based on order ID.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781195,
  ""id"": ""chatcmpl-8FosdmDUW4RyvJMPAaKAvpAZM8czS"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 12,
    ""prompt_tokens"": 153,
    ""total_tokens"": 165
  }
}"
c37cc7f0-4070-4534-affc-ee0a593e58eb,"[{""id"": ""dim_order_avantmetrics-deduped_pixel_name"", ""name"": ""Deduped Channel"", ""alias"": ""deduped_pixel_name""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Deduped Channel,2019-02-05 21:19:49 +00:00,2019-02-05 21:19:49 +00:00,,,dim_order_avantmetrics,,dim,,True,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics related tool known as Deduped Channel."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781197,
  ""id"": ""chatcmpl-8FosfgU69D0W2jyYEwhvAczJ1nlhv"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 12,
    ""prompt_tokens"": 136,
    ""total_tokens"": 148
  }
}"
f3f93f76-c005-4180-b065-12e391c835c7,"[{""id"": ""pk_users-user_last_name"", ""name"": ""User Last Name"", ""alias"": ""picker_user_last_name""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,10,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",User Last Name,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_users,,dim,Last name of a user of the Avantlink platform,False,{performance},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""User Last Name dimension in Avantlink platform."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781200,
  ""id"": ""chatcmpl-8FosivE4nVSJeB7uObs7QEpp22m1g"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 10,
    ""prompt_tokens"": 133,
    ""total_tokens"": 143
  }
}"
896d0934-0781-402b-a28f-6d67b4929167,"[{""id"": ""dim_date-mm_dd_yyyy"", ""name"": ""Quarter"", ""alias"": ""quarter"", ""aggregate"": [{""dim"": ""dim_date-quarter_number_since_epoch"", ""func"": ""band""}]}]",79418be0-edc6-4e93-8675-6b32fc5d5e4f,9,"[""admin"", ""merchant"", ""affiliate""]",Quarter,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_date,,dim,Calendar year quarters.,True,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics Performance by calendar year quarters."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781203,
  ""id"": ""chatcmpl-8FoslhLFiS9iu0eRYnRSkOsBSktAS"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 9,
    ""prompt_tokens"": 142,
    ""total_tokens"": 151
  }
}"
18c78f65-feff-4224-ae78-0be3f97acb39,"[{""id"": ""fact_affiliate_type_order_summary-checkout_influencer_count"", ""fact"": true, ""name"": ""Checkout Influencer"", ""alias"": ""checkout_influencer_count"", ""format"": ""int""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Checkout Influencer,2019-02-09 13:47:33 +00:00,2019-02-09 13:47:33 +00:00,,,fact_affiliate_type_order_summary,,fact,,True,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Checkout Influencer\"" is an Avantmetrics data count represented in integer format."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781204,
  ""id"": ""chatcmpl-8FosmWM0JkS2VrJZ7RIUoDKh25MSe"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 17,
    ""prompt_tokens"": 146,
    ""total_tokens"": 163
  }
}"
7cb608db-f4ae-4930-9424-690a1e934c58,"[{""id"": ""fact_order_avantmetrics_analytics-page_views"", ""fact"": true, ""name"": ""Page Views"", ""alias"": ""page_views"", ""format"": ""int""}]",2b4f1ada-4e45-48e4-b832-12f7898001a2,1,"[""admin"", ""merchant""]",Page Views,2019-01-16 21:25:23 +00:00,2019-01-16 21:25:23 +00:00,,,fact_order_avantmetrics_analytics,,fact,,False,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics' \""Page Views\"" tracks the number of page views in integer format."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781207,
  ""id"": ""chatcmpl-8FosphGc57kNBc7y7sjxr0O1TbYAB"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 18,
    ""prompt_tokens"": 139,
    ""total_tokens"": 157
  }
}"
404f842a-ecde-4f02-ad89-97b06e483480,"[{""id"": ""fact_order_avantmetrics_analytics-visits"", ""fact"": true, ""name"": ""Visits"", ""alias"": ""website_visits"", ""format"": ""int""}]",2b4f1ada-4e45-48e4-b832-12f7898001a2,1,"[""admin"", ""merchant""]",Visits,2019-01-16 20:56:14 +00:00,2019-01-16 20:56:14 +00:00,,,fact_order_avantmetrics_analytics,,fact,,False,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics data for website visits, formatted as integers."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781210,
  ""id"": ""chatcmpl-8FossxUi4AQYcbkog85SSVu16MrLr"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 12,
    ""prompt_tokens"": 140,
    ""total_tokens"": 152
  }
}"
997fcc22-3418-43a9-9411-78df8c0e122a,"[{""id"": ""fact_order_avantmetrics_summary-order_hash_key"", ""fact"": true, ""name"": ""HK Site Orders"", ""alias"": ""site_orders"", ""format"": ""int"", ""aggregate"": [{""func"": ""sum"", ""distinct"": true}]}]",acc3318b-f09b-4ebd-a9b7-881955601d5a,1,"[""admin"", ""merchant""]",HK Site Orders,2019-01-16 20:56:14 +00:00,2019-01-16 20:56:14 +00:00,,,fact_order_avantmetrics_summary,,fact,,False,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""\""Sum of unique HK Site Orders via Avantmetrics.\"""",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781213,
  ""id"": ""chatcmpl-8FosvHhboflueEcJ56kZuTuxuY9sG"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 12,
    ""prompt_tokens"": 155,
    ""total_tokens"": 167
  }
}"
b96959cb-5878-4831-ad1d-bef913ea1ba0,"[{""id"": ""fact_order_avantmetrics_analytics-unique_visits"", ""fact"": true, ""name"": ""Unique Visits"", ""alias"": ""unique_visits"", ""format"": ""int""}]",2b4f1ada-4e45-48e4-b832-12f7898001a2,1,"[""admin"", ""merchant""]",Unique Visits,2019-01-16 20:56:14 +00:00,2019-01-16 20:56:14 +00:00,,,fact_order_avantmetrics_analytics,,fact,,False,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics data representation for Unique Visits."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781215,
  ""id"": ""chatcmpl-8Fosxt497ro68J9vJ9q01nqI5M1tI"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 10,
    ""prompt_tokens"": 144,
    ""total_tokens"": 154
  }
}"
c3ce8a64-1b8f-4d79-bb44-72e3195a3387,"[{""id"": ""fact_order_avantmetrics_summary-has_multiple_affiliates"", ""name"": ""Multiple Affiliates"", ""alias"": ""has_multiple_affiliates""}]",eac7d81d-26ee-4d7b-b579-ec60b16650cd,1,"[""admin"", ""merchant""]",Multiple Affiliates,2019-02-04 21:54:06 +00:00,2019-02-04 21:54:06 +00:00,,,fact_order_avantmetrics_summary,,fact,,True,{metrics},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Avantmetrics summary for orders with multiple affiliates."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781217,
  ""id"": ""chatcmpl-8Foszo94t2bQXIsFnCUYgcgqqIHQl"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 10,
    ""prompt_tokens"": 136,
    ""total_tokens"": 146
  }
}"
2700e2b9-7a65-4359-bd0b-c7b041a2eb01,"[{""id"": ""pk_columns-data_type"", ""name"": ""Data Type"", ""alias"": ""picker_data_type""}]",7620cd62-abee-4d89-9533-a61ba2ccf6c7,4,"[""3f6ad03b-7a38-44f5-8c8f-485c7f621692"", ""f4d3839e-9a76-411c-8110-b2374af3953a"", ""3e76c175-b5cb-4acc-9910-74fd7f82cc1d""]",Data Type,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,pk_columns,,dim,Postgresql data type.,False,{performance},EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Postgresql data type dimension in performance display group."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781219,
  ""id"": ""chatcmpl-8Fot1KdDbwd0kL1B0u6ZVwyeTM2vS"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 10,
    ""prompt_tokens"": 122,
    ""total_tokens"": 132
  }
}"
7e317733-831c-47c2-a29e-e315ba709f75,"[{""id"": ""dim_affiliate-affiliate_id"", ""name"": ""Affiliate Classic ID"", ""alias"": ""affiliate_id""}]",e999b4c1-d604-4cde-81cc-8fa14196d480,1,"[""merchant"", ""admin"", ""affiliate""]",Affiliate Classic ID,2017-08-29 21:13:02 +00:00,2017-08-29 21:13:02 +00:00,,,dim_affiliate,,dim,Unique ID associated to an affiliate account (Classic platform).,False,"{performance,metrics}",EDW2,,,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Unique ID for affiliate account in AvantMetrics."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1698781221,
  ""id"": ""chatcmpl-8Fot3kaw4LK9ohb0NFWY7pMSza8xl"",
  ""model"": ""gpt-4-0613"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 10,
    ""prompt_tokens"": 135,
    ""total_tokens"": 145
  }
}"
